path_id,system_id,start_site_id,end_site_id,start_geometry,end_geometry,delta_z_A,abs_delta_z_A,screening_energy_delta_eV,geometry_complexity_delta,transition_class,penetration_index,gap_index,priority_score
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_164,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_164,cn7_te4,cn7_te4,0.7081,0.7081,3.189087,0.0,in_gap_or_open_channel_candidate,0.11138,0.710589,0.45801
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_165,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_165,cn7_te4,cn7_te4,1.357,1.357,2.45813,0.0,in_gap_or_open_channel_candidate,0.099838,0.731277,0.506921
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_166,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_166,cn7_te4,cn7_te3,1.1655,1.1655,-1.072205,0.0,in_gap_or_open_channel_candidate,0.053438,0.750075,0.565951
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_167,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_167,cn7_te4,cn7_te4,0.9105,0.9105,0.25708,0.0,in_gap_or_open_channel_candidate,0.023693,0.759085,0.597294
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_168,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_168,cn7_te4,cn7_te4,0.6919,0.6919,2.121551,0.0,in_gap_or_open_channel_candidate,0.077904,0.726954,0.506592
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_169,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_169,cn7_te4,cn7_te4,1.1531,1.1531,-1.034973,0.0,in_gap_or_open_channel_candidate,0.052066,0.750476,0.567365
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_173,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_173,cn7_te4,cn9_te4,1.145,1.145,-1.072968,-0.1,in_gap_or_open_channel_candidate,0.103108,0.684769,0.53618
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_174,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_174,cn7_te4,cn9_te4,1.0873,1.0873,0.209137,-0.1,in_gap_or_open_channel_candidate,0.075251,0.697371,0.574435
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_175,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_175,cn7_te4,cn9_te4,1.2523,1.2523,0.586883,-0.1,in_gap_or_open_channel_candidate,0.089842,0.693868,0.56102
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_183,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_183,cn7_te4,cn7_te3,0.4567,0.4567,1.744232,0.0,in_gap_or_open_channel_candidate,0.062115,0.729442,0.518323
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_184,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_184,cn7_te4,cn7_te3,0.9733,0.9733,-0.418122,0.0,in_gap_or_open_channel_candidate,0.029784,0.757483,0.591396
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_185,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_185,cn7_te4,cn7_te3,1.4387,1.4387,1.97171,0.0,in_gap_or_open_channel_candidate,0.08612,0.740014,0.53117
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_186,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_186,cn7_te4,cn7_te3,1.1924,1.1924,5.026306,0.0,in_gap_or_open_channel_candidate,0.176862,0.688981,0.385222
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_193,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_193,cn7_te4,cn9_te4,3.7415,3.7415,-1.007996,-0.1,in_gap_or_open_channel_candidate,0.145856,0.723086,0.600717
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_194,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_194,cn7_te4,cn7_te3,4.0378,4.0378,0.59143,0.0,in_gap_or_open_channel_candidate,0.088011,0.79882,0.656099
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_195,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_195,cn7_te4,cn7_te3,4.0959,4.0959,3.34671,0.0,in_gap_or_open_channel_candidate,0.174694,0.756815,0.531097
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_196,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_196,cn7_te4,cn7_te3,3.9918,3.9918,3.891784,0.0,in_gap_or_open_channel_candidate,0.189849,0.746844,0.503627
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_197,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_197,cn7_te4,cn7_te3,3.7276,3.7276,-1.009308,0.0,in_gap_or_open_channel_candidate,0.095657,0.787866,0.629577
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_198,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_198,cn7_te4,cn7_te3,3.3243,3.3243,2.354705,0.0,in_gap_or_open_channel_candidate,0.130541,0.761152,0.558305
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_213,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_213,cn7_te4,cn7_te3,4.8875,4.8875,1.590973,0.0,in_gap_or_open_channel_candidate,0.133744,0.795487,0.630396
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_214,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_214,cn7_te4,cn7_te3,4.2272,4.2272,1.510437,0.0,in_gap_or_open_channel_candidate,0.119855,0.787252,0.618436
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_215,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_215,cn7_te4,cn7_te3,5.018,5.018,-0.912018,0.0,in_gap_or_open_channel_candidate,0.114881,0.807919,0.664632
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_216,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_216,cn7_te4,cn7_te3,4.1745,4.1745,-0.238709,0.0,in_gap_or_open_channel_candidate,0.079399,0.806269,0.675518
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_218,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_218,cn7_te4,cn7_te4,5.1393,5.1393,1.467193,0.0,in_gap_or_open_channel_candidate,0.134236,0.80103,0.642043
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_219,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_219,cn7_te4,cn7_te4,5.7658,5.7658,2.154358,0.0,in_gap_or_open_channel_candidate,0.166407,0.799347,0.625377
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_221,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_221,cn7_te4,cn7_te4,5.1091,5.1091,1.358307,0.0,in_gap_or_open_channel_candidate,0.13033,0.802289,0.646321
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_223,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_223,cn7_te4,cn7_te4,5.3926,5.3926,0.853546,0.0,in_gap_or_open_channel_candidate,0.119521,0.814211,0.676195
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_224,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_224,cn7_te4,cn7_te4,4.9839,4.9839,1.356079,0.0,in_gap_or_open_channel_candidate,0.128102,0.800525,0.643455
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_225,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_225,cn7_te4,cn7_te4,5.0468,5.0468,1.575805,0.0,in_gap_or_open_channel_candidate,0.136019,0.798012,0.634868
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_226,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_226,cn7_te4,cn7_te4,4.9985,4.9985,2.094787,0.0,in_gap_or_open_channel_candidate,0.151325,0.789249,0.609918
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_227,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_227,cn7_te4,cn7_te4,5.0569,5.0569,-0.915009,0.0,in_gap_or_open_channel_candidate,0.115644,0.808432,0.665417
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_229,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_229,cn7_te4,cn7_te4,5.3054,5.3054,0.03891,0.0,in_gap_or_open_channel_candidate,0.092685,0.825624,0.711493
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_230,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_230,cn7_te4,cn7_te4,4.199,4.199,-0.302338,0.0,in_gap_or_open_channel_candidate,0.0818,0.805631,0.67318
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_231,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_231,cn7_te4,cn7_te4,5.2167,5.2167,2.485504,0.0,in_gap_or_open_channel_candidate,0.167237,0.786309,0.59717
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_232,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_232,cn7_te4,cn7_te4,6.4983,6.4983,2.913452,0.0,in_gap_or_open_channel_candidate,0.202642,0.798069,0.607925
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_233,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_233,cn7_te4,cn7_te4,5.0423,5.0423,-0.917359,0.0,in_gap_or_open_channel_candidate,0.115466,0.808185,0.664963
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_234,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_234,cn7_te4,cn7_te4,5.6447,5.6447,2.941589,0.0,in_gap_or_open_channel_candidate,0.1888,0.785367,0.586397
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_235,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_235,cn7_te4,cn7_te4,5.9646,5.9646,4.128967,0.0,in_gap_or_open_channel_candidate,0.231239,0.771501,0.539518
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_236,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_236,cn7_te4,cn7_te4,4.6146,4.6146,3.386352,0.0,in_gap_or_open_channel_candidate,0.18487,0.763651,0.541576
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_237,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_237,cn7_te4,cn7_te4,3.9494,3.9494,2.148224,0.0,in_gap_or_open_channel_candidate,0.134898,0.773344,0.582596
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_238,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_238,cn7_te4,cn7_te4,5.0048,5.0048,-0.899536,0.0,in_gap_or_open_channel_candidate,0.114265,0.807924,0.664892
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_239,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_239,cn7_te4,cn7_te4,6.2296,6.2296,0.424133,0.0,in_gap_or_open_channel_candidate,0.120599,0.832914,0.715735
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_240,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_240,cn7_te4,cn7_te4,4.4219,4.4219,1.289276,0.0,in_gap_or_open_channel_candidate,0.116334,0.793489,0.633196
sb2te3_4x2x1::joshitha::unique_131__to__sb2te3_4x2x1::joshitha::unique_241,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_131,sb2te3_4x2x1::joshitha::unique_241,cn7_te4,cn7_te4,5.7687,5.7687,4.052307,0.0,in_gap_or_open_channel_candidate,0.225478,0.769879,0.53839
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_135,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_135,cn7_te4,cn7_te4,1.492,1.492,-0.737213,0.0,in_gap_or_open_channel_candidate,0.04865,0.759975,0.589057
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_136,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_136,cn7_te4,cn7_te4,1.6091,1.6091,1.605591,0.0,in_gap_or_open_channel_candidate,0.077673,0.748155,0.552002
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_137,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_137,cn7_te4,cn7_te4,1.4887,1.4887,2.671051,0.0,in_gap_or_open_channel_candidate,0.10873,0.729859,0.500277
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_139,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_139,cn7_te4,cn7_te4,1.9346,1.9346,1.460205,0.0,in_gap_or_open_channel_candidate,0.078764,0.755093,0.566388
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_140,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_140,cn7_te4,cn7_te4,1.4346,1.4346,1.443543,0.0,in_gap_or_open_channel_candidate,0.069625,0.748168,0.555298
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_141,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_141,cn7_te4,cn7_te4,1.6473,1.6473,0.918518,0.0,in_gap_or_open_channel_candidate,0.056966,0.759387,0.584423
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_142,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_142,cn7_te4,cn7_te4,1.7932,1.7932,2.345856,0.0,in_gap_or_open_channel_candidate,0.103867,0.739291,0.522413
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_143,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_143,cn7_te4,cn7_te4,2.4765,2.4765,-0.000427,0.0,in_gap_or_open_channel_candidate,0.042713,0.785576,0.646192
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_145,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_145,cn7_te4,cn7_te4,1.4975,1.4975,-0.745849,0.0,in_gap_or_open_channel_candidate,0.049013,0.75992,0.588791
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_147,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_147,cn7_te4,cn7_te4,2.3153,2.3153,3.793152,0.0,in_gap_or_open_channel_candidate,0.157876,0.724289,0.468406
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_149,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_149,cn7_te4,cn7_te4,1.6147,1.6147,0.026581,0.0,in_gap_or_open_channel_candidate,0.028667,0.772787,0.624561
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_154,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_154,cn7_te4,cn7_te4,1.4975,1.4975,-0.743988,0.0,in_gap_or_open_channel_candidate,0.048956,0.759949,0.588877
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_155,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_155,cn7_te4,cn7_te4,2.5656,2.5656,0.940949,0.0,in_gap_or_open_channel_candidate,0.073496,0.772233,0.605165
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_156,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_156,cn7_te4,cn7_te4,2.2487,2.2487,2.29419,0.0,in_gap_or_open_channel_candidate,0.110114,0.746639,0.535581
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_157,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_157,cn7_te4,cn7_te4,2.303,2.303,3.645081,0.0,in_gap_or_open_channel_candidate,0.153059,0.726414,0.474906
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_164,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_164,cn7_te4,cn7_te4,2.2954,2.2954,3.399079,0.0,in_gap_or_open_channel_candidate,0.145278,0.73013,0.486009
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_165,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_165,cn7_te4,cn7_te4,2.9443,2.9443,2.668122,0.0,in_gap_or_open_channel_candidate,0.133736,0.750819,0.534921
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_166,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_166,cn7_te4,cn7_te3,2.7528,2.7528,-0.862213,0.0,in_gap_or_open_channel_candidate,0.074276,0.776147,0.613214
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_167,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_167,cn7_te4,cn7_te4,2.4978,2.4978,0.467072,0.0,in_gap_or_open_channel_candidate,0.057591,0.778627,0.625293
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_168,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_168,cn7_te4,cn7_te4,2.2792,2.2792,2.331543,0.0,in_gap_or_open_channel_candidate,0.111802,0.746496,0.534591
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_169,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_169,cn7_te4,cn7_te4,2.7404,2.7404,-0.824981,0.0,in_gap_or_open_channel_candidate,0.072904,0.776547,0.614628
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_173,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_173,cn7_te4,cn9_te4,2.7323,2.7323,-0.862976,-0.1,in_gap_or_open_channel_candidate,0.123946,0.71084,0.583443
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_174,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_174,cn7_te4,cn9_te4,2.6746,2.6746,0.419129,-0.1,in_gap_or_open_channel_candidate,0.109149,0.716912,0.602434
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_175,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_175,cn7_te4,cn9_te4,2.8396,2.8396,0.796875,-0.1,in_gap_or_open_channel_candidate,0.12374,0.71341,0.589019
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_183,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_183,cn7_te4,cn7_te3,2.044,2.044,1.954224,0.0,in_gap_or_open_channel_candidate,0.096013,0.748983,0.546322
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_184,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_184,cn7_te4,cn7_te3,2.5606,2.5606,-0.20813,0.0,in_gap_or_open_channel_candidate,0.050622,0.783555,0.638659
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_185,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_185,cn7_te4,cn7_te3,3.026,3.026,2.181702,0.0,in_gap_or_open_channel_candidate,0.120018,0.759556,0.559169
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_186,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_186,cn7_te4,cn7_te3,2.7797,2.7797,5.236298,0.0,in_gap_or_open_channel_candidate,0.21076,0.708523,0.413221
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_193,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_193,cn7_te4,cn9_te4,5.3288,5.3288,-0.798004,-0.1,in_gap_or_open_channel_candidate,0.166694,0.749158,0.64798
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_194,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_194,cn7_te4,cn7_te3,5.6251,5.6251,0.801422,0.0,in_gap_or_open_channel_candidate,0.121909,0.818362,0.684098
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_195,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_195,cn7_te4,cn7_te3,5.6832,5.6832,3.556702,0.0,in_gap_or_open_channel_candidate,0.208592,0.776356,0.559096
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_196,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_196,cn7_te4,cn7_te3,5.5791,5.5791,4.101776,0.0,in_gap_or_open_channel_candidate,0.223747,0.766385,0.531626
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_197,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_197,cn7_te4,cn7_te3,5.3149,5.3149,-0.799316,0.0,in_gap_or_open_channel_candidate,0.116495,0.813938,0.67684
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_198,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_198,cn7_te4,cn7_te3,4.9116,4.9116,2.564697,0.0,in_gap_or_open_channel_candidate,0.16444,0.780694,0.586304
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_213,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_213,cn7_te4,cn7_te3,6.4748,6.4748,1.800965,0.0,in_gap_or_open_channel_candidate,0.167642,0.815029,0.658395
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_214,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_214,cn7_te4,cn7_te3,5.8145,5.8145,1.720429,0.0,in_gap_or_open_channel_candidate,0.153753,0.806794,0.646435
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_215,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_215,cn7_te4,cn7_te3,6.6053,6.6053,-0.702026,0.0,in_gap_or_open_channel_candidate,0.135719,0.833991,0.711895
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_216,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_216,cn7_te4,cn7_te3,5.7618,5.7618,-0.028717,0.0,in_gap_or_open_channel_candidate,0.100237,0.83234,0.722781
sb2te3_4x2x1::joshitha::unique_133__to__sb2te3_4x2x1::joshitha::unique_218,sb2te3_4x2x1,sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1::joshitha::unique_218,cn7_te4,cn7_te4,6.7266,6.7266,1.677185,0.0,in_gap_or_open_channel_candidate,0.168135,0.820572,0.670042
