step,image,energy_eV,rel_to_image0_eV
1113,2,-179379.99810169215,285.2632971284911
1113,3,-179410.71501680376,254.54638201688067
1113,4,-179403.72105177527,261.5403470453748
1113,5,-179331.21917487707,334.042223943572
1114,0,-179665.26139882064,0.0
1114,1,-179309.5157496504,355.7456491702469
1114,2,-179399.4232148148,265.8381840058428
1114,3,-179293.1095377647,372.15186105592875
1114,4,-179280.63053312612,384.63086569451843
1114,5,-179249.9212734789,415.3401253417542
1115,0,-179665.26139882064,0.0
1115,1,-179243.83566773863,421.4257310820103
1115,2,-179407.8869240641,257.3744747565361
1115,3,-179265.4768853853,399.7845134353556
1115,4,-179179.21966871232,486.04173010832164
1115,5,-179300.52439452533,364.73700429531164
1116,0,-179665.26139882064,0.0
1116,1,-179310.02117242047,355.2402264001721
1116,2,-179441.1208144455,224.14058437515632
1116,3,-179316.9203240697,348.34107475093333
1116,4,-179206.6925048555,458.56889396513
1116,5,-179249.9833867943,415.2780120263342
1117,0,-179665.26139882064,0.0
1117,1,-179393.99878207396,271.2626167466806
1117,2,-179433.97926557207,231.28213324857643
1117,3,-179380.8783542353,284.38304458535276
1117,4,-179326.1497975278,339.1116012928542
1117,5,-179217.7541470179,447.5072518027446
1118,0,-179665.26139882064,0.0
1118,1,-179372.08227811742,293.179120703222
1118,2,-179416.57337503092,248.6880237897276
1118,3,-179413.00787993943,252.25351888121804
1118,4,-179324.39479065157,340.86660816907533
1118,5,-179300.5747738665,364.68662495413446
1119,0,-179665.26139882064,0.0
1119,1,-179399.07696063363,266.1844381870178
1119,2,-179404.08261337262,261.1787854480208
1119,3,-179409.93021124683,255.33118757381453
1119,4,-179331.42599247774,333.83540634289966
1119,5,-179336.09078009025,329.17061873039347
1120,0,-179665.26139882064,0.0
1120,1,-179392.12929460502,273.1321042156196
1120,2,-179412.758233555,252.50316526563256
1120,3,-179396.5080792921,268.75331952853594
1120,4,-179332.49193514304,332.76946367759956
1120,5,-179126.9491708937,538.3122279269446
1121,0,-179665.26139882064,0.0
1121,1,-179396.3081328133,268.95326600733097
1121,2,-179430.85113628302,234.41026253762539
1121,3,-179391.87319153687,273.3882072837732
1121,4,-179373.24941554948,292.01198327116435
1121,5,-179268.0241548591,397.23724396154284
1122,0,-179665.26139882064,0.0
1122,1,-179405.58680873705,259.67459008359583
1122,2,-179434.0703478388,231.19105098184082
1122,3,-179419.01718105644,246.24421776420786
1122,4,-179374.17194210822,291.08945671241963
1122,5,-179362.6672121079,302.5941867127549
1123,0,-179665.26139882064,0.0
1123,1,-179424.49141573423,240.76998308641487
1123,2,-179439.00110179745,226.26029702319647
1123,3,-179207.75760313455,457.5037956860906
1123,4,-179381.90862301443,283.35277580621187
1123,5,-179253.9925019057,411.26889691493125
1124,0,-179665.26139882064,0.0
1124,1,-179385.9668814627,279.2945173579501
1124,2,-179415.19812787013,250.0632709505153
1124,3,-179103.96223850542,561.2991603152186
1124,4,-179401.99084901233,263.2705498083087
1124,5,-179200.06139294893,465.20000587170944
1125,0,-179665.26139882064,0.0
1125,1,-179371.45124047442,293.8101583462267
1125,2,-179415.40297334368,249.85842547696666
1125,3,-179129.84588586487,535.4155129557766
1125,4,-179406.03708405842,259.2243147622212
1125,5,-179155.68781135906,509.5735874615784
1126,0,-179665.26139882064,0.0
1126,1,-179343.25772660246,322.00367221818306
1126,2,-179418.2179040489,247.04349477172946
1126,3,-179322.8964219088,342.3649769118347
1126,4,-179398.11383655228,267.1475622683647
1126,5,-179180.63066769287,484.63073112777784
1127,0,-179665.26139882064,0.0
1127,1,-179397.38115636836,267.88024245228735
1127,2,-179433.56481945104,231.69657936959993
1127,3,-179344.8108732196,320.45052560104523
1127,4,-179311.60356046894,353.6578383517044
1127,5,-179321.50301073564,343.75838808499975
1128,0,-179665.26139882064,0.0
1128,1,-179411.38222622298,253.87917259766255
1128,2,-179429.19880429696,236.0625945236825
1128,3,-179344.3854450678,320.87595375283854
1128,4,-179303.24854810507,362.01285071557504
1128,5,-179238.03452128125,427.22687753938953
1129,0,-179665.26139882064,0.0
1129,1,-179436.3531123977,228.90828642295673
1129,2,-179447.89491638314,217.36648243750096
1129,3,-179338.78790112498,326.4734976956679
1129,4,-179285.92438115587,379.33701766477316
1129,5,-179385.63908756227,279.6223112583684
1130,0,-179665.26139882064,0.0
1130,1,-179421.72464126797,243.53675755267614
1130,2,-179463.32162630474,201.93977251590695
1130,3,-179332.9105188048,332.3508800158452
1130,4,-179360.40498514386,304.8564136767818
1130,5,-179408.1177246125,257.14367420814233
1131,0,-179665.26139882064,0.0
1131,1,-179400.0986553764,265.16274344423437
1131,2,-179405.6112643446,259.65013447604724
1131,3,-179324.39948289763,340.86191592301475
1131,4,-179433.04345649268,232.21794232795946
1131,5,-179421.5130688903,243.7483299303567
1132,0,-179665.26139882064,0.0
1132,1,-179439.09703746153,226.164361359115
1132,2,-179416.11885787046,249.1425409501826
1132,3,-179331.01380282454,334.24759599610115
1132,4,-179410.19288848175,255.06851033889689
1132,5,-179399.4522976676,265.8091011530487
1133,0,-179665.26139882064,0.0
1133,1,-179439.2992486787,225.96215014194604
1133,2,-179386.00135773863,279.26004108201596
1133,3,-179326.18388042387,339.07751839677803
1133,4,-179387.06658654707,278.19481227357755
1133,5,-179389.4876040549,275.7737947657297
1134,0,-179665.26139882064,0.0
1134,1,-179419.93774151363,245.32365730701713
1134,2,-179358.48702937944,306.77436944120564
1134,3,-179367.5808209199,297.68057790075545
1134,4,-179338.91593944884,326.3454593718052
1134,5,-179364.83775542091,300.42364339972846
1135,0,-179665.26139882064,0.0
1135,1,-179423.61833292092,241.64306589972693
1135,2,-179387.44022962058,277.8211692000623
1135,3,-179388.28953288862,276.9718659320206
1135,4,-179374.82227669167,290.43912212896976
1135,5,-179396.02663511236,269.23476370828575
1136,0,-179665.26139882064,0.0
1136,1,-179340.40212997768,324.8592688429635
1136,2,-179440.15993756943,225.1014612512081
1136,3,-179343.91043634148,321.35096247916226
1136,4,-179391.85752482468,273.4038739959651
1136,5,-179397.85477516957,267.4066236510698
1137,0,-179665.26139882064,0.0
1137,1,-179310.10963511455,355.1517637060897
1137,2,-179445.1744691795,220.08692964114016
1137,3,-179378.96626837295,286.2951304476883
1137,4,-179354.5340809149,310.727317905752
1137,5,-179380.56054430152,284.7008545191202
1138,0,-179665.26139882064,0.0
1138,1,-179349.80808266337,315.4533161572763
1138,2,-179430.75398541332,234.50741340732202
1138,3,-179406.85004193083,258.4113568898174
1138,4,-179318.10921427398,347.1521845466632
1138,5,-179401.69285963167,263.56853918897104
1139,0,-179665.26139882064,0.0
1139,1,-179353.11368699893,312.14771182171535
1139,2,-179446.95699170523,218.3044071154145
1139,3,-179414.61132201442,250.65007680622512
1139,4,-179358.69589660704,306.5655022136052
1139,5,-179350.6609946329,314.6004041877459
1140,0,-179665.26139882064,0.0
1140,1,-179351.06749927314,314.1938995475066
1140,2,-179443.19997944683,222.06141937381472
1140,3,-179406.3931790199,258.86821980073
1140,4,-179383.10254305007,282.15885577056906
1140,5,-179302.831685905,362.42971291564754
1141,0,-179665.26139882064,0.0
1141,1,-179320.72531410775,344.53608471289044
1141,2,-179421.84871294507,243.41268587557715
1141,3,-179398.11071682454,267.15068199610687
1141,4,-179413.03123956584,252.23015925480286
1141,5,-179310.51049696692,354.7509018537239
1142,0,-179665.26139882064,0.0
1142,1,-179302.21038681583,363.05101200481295
1142,2,-179428.08938698613,237.17201183451107
1142,3,-179391.67717169033,273.5842271303118
1142,4,-179434.12171248798,231.13968633266632
1142,5,-179332.6897409997,332.571657820954
1143,0,-179665.26139882064,0.0
1143,1,-179314.12041472178,351.14098409886356
1143,2,-179432.24310290627,233.01829591437127
1143,3,-179386.64464985972,278.61674896092154
1143,4,-179410.83698176345,254.42441705719102
1143,5,-179284.91411707157,380.3472817490692
1144,0,-179665.26139882064,0.0
1144,1,-179294.77990978415,370.48148903649417
1144,2,-179448.65163126297,216.6097675576748
1144,3,-179390.9654232762,274.2959755444317
1144,4,-179421.45072219378,243.8106766268611
1144,5,-179259.68340682724,405.57799199339934
1145,0,-179665.26139882064,0.0
1145,1,-179169.53960411414,495.72179470650735
1145,2,-179398.82775277024,266.43364605039824
1145,3,-179391.3692410319,273.8921577887377
1145,4,-179461.40601744168,203.8553813789622
1145,5,-179306.13613031554,359.1252685051004
1146,0,-179665.26139882064,0.0
1146,1,-179352.96446986572,312.2969289549219
1146,2,-179364.59033255777,300.6710662628757
1146,3,-179408.8573481911,256.4040506295569
1146,4,-179467.48225333975,197.7791454808903
1146,5,-179332.07143408086,333.1899647397804
1147,0,-179665.26139882064,0.0
1147,1,-179379.7872659442,285.47413287643576
1147,2,-179342.68670035555,322.5746984650905
1147,3,-179393.5030804853,271.75831833534176
1147,4,-179455.72208204426,209.5393167763832
1147,5,-179347.04232684162,318.2190719790233
1148,0,-179665.26139882064,0.0
1148,1,-179393.87436068687,271.3870381337765
1148,2,-179374.46588311254,290.79551570810145
1148,3,-179377.57733044605,287.6840683745977
1148,4,-179425.06321450742,240.19818431322346
1148,5,-179375.02870424223,290.23269457841525
1149,0,-179665.26139882064,0.0
1149,1,-179357.9179356137,307.34346320695477
1149,2,-179377.6625908348,287.5988079858362
1149,3,-179390.84188731483,274.4195115058101
1149,4,-179462.1642373718,203.0971614488517
1149,5,-179388.96908574365,276.2923130769923
1150,0,-179665.26139882064,0.0
1150,1,-179364.31693246053,300.9444663601171
1150,2,-179411.35678443676,253.90461438387865
1150,3,-179381.40608326512,283.85531555552734
1150,4,-179448.65391341556,216.60748540508212
1150,5,-179398.15590365703,267.1054951636179
1151,0,-179665.26139882064,0.0
1151,1,-179354.21212571632,311.0492731043196
1151,2,-179426.73959627334,238.52180254730047
1151,3,-179373.39739571043,291.86400311021134
1151,4,-179421.39632540065,243.86507341999095
1151,5,-179357.96412918167,307.297269638977
1152,0,-179665.26139882064,0.0
1152,1,-179404.51589799533,260.7455008253164
1152,2,-179408.7182730021,256.54312581854174
1152,3,-179392.6987780083,272.56262081232853
1152,4,-179396.39856608264,268.86283273799927
1152,5,-179394.30534562122,270.95605319942115
1153,0,-179665.26139882064,0.0
1153,1,-179405.00060167408,260.26079714656225
1153,2,-179396.04331778106,269.2180810395803
1153,3,-179413.10623309115,252.15516572949127
1153,4,-179422.9872930509,242.27410576975672
1153,5,-179388.69837831642,276.5630205042253
1154,0,-179665.26139882064,0.0
1154,1,-179415.89121517394,249.37018364670803
1154,2,-179396.0561468756,269.20525194503716
1154,3,-179457.80930836618,207.45209045446245
1154,4,-179414.7525270106,250.5088718100451
1154,5,-179412.17338236186,253.08801645878702
1155,0,-179665.26139882064,0.0
1155,1,-179388.53359230648,276.72780651415815
1155,2,-179421.27243333662,243.98896548402263
1155,3,-179450.34693542626,214.9144633943797
1155,4,-179443.9044770066,221.35692181403283
1155,5,-179407.09632142234,258.1650773982983
1156,0,-179665.26139882064,0.0
1156,1,-179438.93772638545,226.3236724351882
1156,2,-179424.2186269752,241.0427718454448
1156,3,-179428.2380851521,237.0233136685565
1156,4,-179411.29460153458,253.9667972860625
1156,5,-179374.83901564675,290.42238317389274
1157,0,-179665.26139882064,0.0
1157,1,-179456.78943741863,208.47196140201413
1157,2,-179412.0984800083,253.16291881233337
1157,3,-179425.52009789218,239.74130092846463
1157,4,-179323.8456716248,341.41572719585383
1157,5,-179272.75414335905,392.50725546159083
1158,0,-179665.26139882064,0.0
1158,1,-179424.5085308042,240.75286801645416
1158,2,-179408.75582921322,256.5055696074269
1158,3,-179399.07140594436,266.18999287628685
1158,4,-179265.56115071417,399.7002481064701
1158,5,-179126.44007762702,538.8213211936236
1159,0,-179665.26139882064,0.0
1159,1,-179438.7683272346,226.49307158603915
1159,2,-179399.0989967577,266.1624020629388
1159,3,-179384.3504441267,280.9109546939435
1159,4,-179340.99792697767,324.2634718429763
1159,5,-179197.86659870273,467.39480011790874
1160,0,-179665.26139882064,0.0
1160,1,-179436.98385647967,228.27754234097665
1160,2,-179369.43337078707,295.8280280335748
1160,3,-179405.27257077218,259.98882804845925
1160,4,-179377.53643928032,287.7249595403264
1160,5,-179289.0330004828,376.2283983378438
1161,0,-179665.26139882064,0.0
1161,1,-179443.96787693526,221.29352188538178
1161,2,-179373.71687456148,291.5445242591668
1161,3,-179423.4033241411,241.85807467953418
1161,4,-179366.67797826065,298.58342055999674
1161,5,-179313.2792298279,351.9821689927485
1162,0,-179665.26139882064,0.0
1162,1,-179221.97943635678,443.28196246386506
1162,2,-179386.0385975129,279.22280130774016
1162,3,-179410.70865024775,254.55274857289623
1162,4,-179382.7684985376,282.49290028304677
1162,5,-179319.6687681369,345.5926306837355
1163,0,-179665.26139882064,0.0
1163,1,-179191.40930946433,473.8520893563109
1163,2,-179376.37025312457,288.89114569607773
1163,3,-179366.67139274665,298.590006073995
1163,4,-179383.1781109341,282.0832878865476
1163,5,-179270.7987428214,394.4626559992321
1164,0,-179665.26139882064,0.0
1164,1,-179299.982987037,365.27841178365634
1164,2,-179394.5081069935,270.75329182713176
1164,3,-179415.4269519091,249.83444691155455
1164,4,-179309.72186261593,355.53953620471293
1164,5,-179352.6727451498,312.58865367085673
1165,0,-179665.26139882064,0.0
1165,1,-179337.0838713777,328.17752744295285
1165,2,-179412.44816330032,252.813235520327
1165,3,-179423.95548650352,241.30591231712606
1165,4,-179194.26442798076,470.99697083988576
1165,5,-179138.26456999,526.9968288306554
1166,0,-179665.26139882064,0.0
1166,1,-179374.314928644,290.94647017665557
1166,2,-179421.37177070472,243.889628115925
1166,3,-179446.5466979829,218.71470083773602
1166,4,-179086.7126174375,578.5487813831423
1166,5,-179370.68496645783,294.57643236281
1167,0,-179665.26139882064,0.0
1167,1,-179403.030269167,262.23112965363543
1167,2,-179389.18041387128,276.0809849493671
1167,3,-179436.44303627804,228.8183625426027
1167,4,-179133.29213743214,531.9692613884981
1167,5,-179245.14914436528,420.1122544553655
1168,0,-179665.26139882064,0.0
1168,1,-179373.52776269498,291.73363612566027
1168,2,-179401.79428994743,263.4671088732139
1168,3,-179437.2304871218,228.0309116988501
1168,4,-179169.86395762244,495.39744119820534
1168,5,-179379.238297318,286.0231015026511
1169,0,-179665.26139882064,0.0
1169,1,-179398.47484761296,266.78655120768235
1169,2,-179403.7442524463,261.5171463743318
1169,3,-179450.09165787985,215.16974094079342
1169,4,-179178.40008065064,486.8613181700057
1169,5,-179414.74617527094,250.51522354970803
1170,0,-179665.26139882064,0.0
1170,1,-179414.52587739195,250.73552142869448
1170,2,-179404.36694650928,260.8944523113605
1170,3,-179421.71216471933,243.54923410131596
1170,4,-179303.98119074845,361.28020807218854
1170,5,-179399.8175039702,265.4438948504394
1171,0,-179665.26139882064,0.0
1171,1,-179436.6832734521,228.5781253685418
1171,2,-179399.63319171165,265.6282071089954
1171,3,-179412.85595197423,252.40544684641645
1171,4,-179335.81502684538,329.44637197526754
1171,5,-179405.7271372831,259.53426153754117
1172,0,-179665.26139882064,0.0
1172,1,-179422.53092842276,242.73047039788798
1172,2,-179429.6978635648,235.56353525584564
1172,3,-179418.4406683715,246.82073044913705
1172,4,-179331.99005025747,333.27134856316843
1172,5,-179380.4545073798,284.80689144085045
1173,0,-179665.26139882064,0.0
1173,1,-179408.39045170337,256.87094711727696
1173,2,-179398.24539200534,267.01600681530545
1173,3,-179428.0996620022,237.16173681843793
1173,4,-179334.62641658224,330.63498223840725
1173,5,-179373.1619529277,292.09944589293445
1174,0,-179665.26139882064,0.0
1174,1,-179356.01253402242,309.24886479822453
1174,2,-179302.23441687314,363.026981947507
1174,3,-179393.0327860794,272.2286127412517
1174,4,-179396.68946865166,268.57193016898236
1174,5,-179397.01359081198,268.24780800865847
1175,0,-179665.26139882064,0.0
1175,1,-179337.14730721596,328.1140916046861
1175,2,-179392.36230057228,272.8990982483665
1175,3,-179398.5647725092,266.69662631143
1175,4,-179393.47955383404,271.78184498660266
1175,5,-179377.14627642246,288.11512239818694
1176,0,-179665.26139882064,0.0
1176,1,-179358.70547740124,306.55592141940724
1176,2,-179344.28241039393,320.9789884267084
1176,3,-179416.3320988241,248.92929999655462
1176,4,-179384.4328300131,280.82856880754116
1176,5,-179385.25996969626,280.00142912438605
1177,0,-179665.26139882064,0.0
1177,1,-179434.8193339907,230.4420648299565
1177,2,-179298.42601465838,366.8353841622593
1177,3,-179337.7400473074,327.5213515132491
1177,4,-179325.35364611828,339.9077527023619
1177,5,-179391.17942091878,274.08197790186387
1178,0,-179665.26139882064,0.0
1178,1,-179411.5433135771,253.71808524354128
1178,2,-179276.96403257718,388.29736624346697
1178,3,-179384.02917521712,281.2322236035252
1178,4,-179380.90028142667,284.36111739397165
1178,5,-179417.31101358094,247.95038523970288
1179,0,-179665.26139882064,0.0
1179,1,-179418.4905911365,246.77080768413725
1179,2,-179212.30967274096,452.9517260796856
1179,3,-179384.79700491994,280.46439390070736
1179,4,-179380.31595799368,284.94544082696666
1179,5,-179427.29312698374,237.96827183690039
1180,0,-179665.26139882064,0.0
1180,1,-179334.81559213618,330.44580668446724
1180,2,-179260.55708192062,404.7043169000244
1180,3,-179411.68432306193,253.5770757587161
1180,4,-179301.89189143642,363.36950738422456
1180,5,-179441.03239577907,224.2290030415752
1181,0,-179665.26139882064,0.0
1181,1,-179357.61119445376,307.6502043668879
1181,2,-179364.79526685708,300.4661319635634
1181,3,-179419.7217130514,245.53968576923944
1181,4,-179191.27692964152,473.98446917912224
1181,5,-179463.88153941982,201.3798594008258
1182,0,-179665.26139882064,0.0
1182,1,-179380.38828918015,284.8731096404954
1182,2,-179363.7889221084,301.4724767122534
1182,3,-179417.36626626417,247.89513255647034
1182,4,-179334.39777560483,330.8636232158169
1182,5,-179469.25028670052,196.01111212011892
1183,0,-179665.26139882064,0.0
1183,1,-179371.81305255517,293.44834626547527
1183,2,-179278.5381431068,386.72325571384863
1183,3,-179398.60253837373,266.65886044691433
1183,4,-179360.55707321758,304.70432560305926
1183,5,-179438.64072460245,226.62067421819665
1184,0,-179665.26139882064,0.0
1184,1,-179384.76316678597,280.4982320346753
1184,2,-179307.18968985506,358.0717089655809
1184,3,-179399.2833851215,265.9780136991467
1184,4,-179371.94292712916,293.31847169148386
1184,5,-179433.32980627668,231.9315925439587
1185,0,-179665.26139882064,0.0
1185,1,-179345.42189381437,319.83950500626815
1185,2,-179353.30808696465,311.95331185599207
1185,3,-179407.6537132701,257.60768555055256
1185,4,-179360.57639193963,304.6850068810163
1185,5,-179413.4017044277,251.85969439294422
1186,0,-179665.26139882064,0.0
1186,1,-179279.3209959994,385.94040282123024
1186,2,-179361.24519420628,304.01620461436687
1186,3,-179402.57921647283,262.68218234780943
1186,4,-179358.37572854446,306.8856702761841
1186,5,-179363.71308691546,301.5483119051787
1187,0,-179665.26139882064,0.0
1187,1,-179290.62031180336,374.641087017284
1187,2,-179404.04721255734,261.2141862632998
1187,3,-179421.32528777575,243.93611104489537
1187,4,-179319.90932015382,345.3520786668232
1187,5,-179413.0672823865,252.1941164341406
1188,0,-179665.26139882064,0.0
1188,1,-179292.19723404324,373.06416477740277
1188,2,-179374.5521469227,290.7092518979334
1188,3,-179390.7980818968,274.4633169238514
1188,4,-179373.10488463228,292.15651418836205
1188,5,-179364.6674743302,300.5939244904439
1189,0,-179665.26139882064,0.0
1189,1,-179326.42121553174,338.8401832889067
1189,2,-179372.8488119766,292.41258684403147
1189,3,-179393.66149801153,271.59990080911666
1189,4,-179374.4026404317,290.85875838893116
1189,5,-179355.9724047261,309.2889940945315
1190,0,-179665.26139882064,0.0
1190,1,-179337.4498593053,327.81153951532906
1190,2,-179429.7238282801,235.5375705405313
1190,3,-179378.39479648203,286.86660233861767
1190,4,-179380.972876988,284.288521832641
1190,5,-179400.9324331662,264.32896565445117
1191,0,-179665.26139882064,0.0
1191,1,-179414.30517463645,250.95622418419225
1191,2,-179415.37162157096,249.88977724968572
1191,3,-179372.576759499,292.68463932164013
1191,4,-179353.07128059573,312.190118224913
1191,5,-179413.96314133768,251.2982574829657
1192,0,-179665.26139882064,0.0
1192,1,-179444.4315707595,220.82982806113432
1192,2,-179418.01686831925,247.2445305013971
1192,3,-179417.69830608476,247.56309273588704
1192,4,-179351.4405525793,313.82084624134586
1192,5,-179433.80373495998,231.4576638606668
1193,0,-179665.26139882064,0.0
1193,1,-179442.96557038097,222.29582843967364
1193,2,-179344.47094085076,320.79045796988066
1193,3,-179401.5445462994,263.7168525212328
1193,4,-179400.76561206285,264.4957867577905
1193,5,-179389.8781802697,275.3832185509382
1194,0,-179665.26139882064,0.0
1194,1,-179420.35905099154,244.90234782910557
1194,2,-179304.71307927964,360.5483195410052
1194,3,-179415.9703891865,249.29100963415112
1194,4,-179240.26091816672,425.00048065392184
1194,5,-179344.91871061278,320.34268820786383
1195,0,-179665.26139882064,0.0
1195,1,-179391.63499054572,273.6264082749258
1195,2,-179286.51077331012,378.7506255105254
1195,3,-179401.2473136103,264.0140852103359
1195,4,-179204.36738901152,460.89400980912615
1195,5,-179361.80430938402,303.45708943661884
1196,0,-179665.26139882064,0.0
1196,1,-179342.08193977232,323.1794590483187
1196,2,-179364.61594375933,300.64545506131253
1196,3,-179357.6245176052,307.63688121543964
1196,4,-179382.90077749063,282.36062133000814
1196,5,-179328.25592382354,337.0054749971023
1197,0,-179665.26139882064,0.0
1197,1,-178958.92298338725,706.3384154333908
1197,2,-179331.97864917657,333.2827496440732
1197,3,-179354.1145439933,311.1468548273551
1197,4,-179371.49942130194,293.76197751870495
1197,5,-179364.1188550393,301.142543781345
1198,0,-179665.26139882064,0.0
1198,1,-179263.461763898,401.79963492264505
1198,2,-179294.9419460317,370.3194527889427
1198,3,-179358.0272647274,307.2341340932471
1198,4,-179387.39076017277,277.8706386478734
1198,5,-179362.40578870988,302.8556101107679
1199,0,-179665.26139882064,0.0
1199,1,-179172.55460782273,492.7067909979087
1199,2,-179226.8959378005,438.36546102014836
1199,3,-179349.64733554263,315.61406327801524
1199,4,-179366.61837974424,298.64301907640765
1199,5,-179401.30179446374,263.9596043569036
1200,0,-179665.26139882064,0.0
1200,1,-179121.72995056878,543.5314482518588
1200,2,-179264.22198008877,401.0394187318743
1200,3,-179367.69570094201,297.56569787862827
1200,4,-179321.6282347415,343.63316407913226
1200,5,-179374.7940271455,290.46737167515676
1201,0,-179665.26139882064,0.0
1201,1,-179291.3472060533,373.91419276734814
1201,2,-179170.29892654976,494.96247227088315
1201,3,-179391.29336726488,273.96803155576345
1201,4,-179326.62690098456,338.63449783608667
1201,5,-179369.19412667103,296.06727214960847
1202,0,-179665.26139882064,0.0
1202,1,-179314.945176007,350.3162228136498
1202,2,-179178.62234591422,486.6390529064229
1202,3,-179400.66113599367,264.600262826978
1202,4,-179371.16324903784,294.0981497828034
1202,5,-179280.63640153228,384.624997288367
1203,0,-179665.26139882064,0.0
1203,1,-179139.83083799225,525.4305608283903
1203,2,-179323.8040948173,341.4573040033574
1203,3,-179372.62348652963,292.6379122910148
1203,4,-179317.67379008429,347.58760873635765
1203,5,-179321.74494239414,343.51645642649964
1204,0,-179665.26139882064,0.0
1204,1,-179090.15209037875,575.1093084418972
1204,2,-179356.6285907201,308.6328081005486
1204,3,-179348.46765695518,316.7937418654619
1204,4,-179376.2682428871,288.9931559335382
1204,5,-179267.59159480903,397.6698040116171
1205,0,-179665.26139882064,0.0
1205,1,-179064.90748488327,600.3539139373752
1205,2,-179357.55928917034,307.7021096503013
1205,3,-179374.04279990727,291.21859891337226
1205,4,-179347.44459352686,317.81680529378355
1205,5,-179304.31146863426,360.9499301863834
1206,0,-179665.26139882064,0.0
1206,1,-179096.67409151111,568.5873073095281
1206,2,-179241.85533783934,423.4060609813023
1206,3,-179374.0481675533,291.21323126734933
1206,4,-179247.66951429233,417.59188452831586
1206,5,-179320.2063389886,345.0550598320551
1207,0,-179665.26139882064,0.0
1207,1,-179240.62789038583,424.6335084348102
1207,2,-179075.76603144582,589.4953673748241
1207,3,-179344.6181284342,320.64327038644115
1207,4,-179270.6703118898,394.5910869308573
1207,5,-179322.13391108759,343.12748773305793
1208,0,-179665.26139882064,0.0
1208,1,-179200.3143715843,464.94702723633964
1208,2,-179336.79052027786,328.47087854277925
1208,3,-179352.1634541486,313.09794467204483
1208,4,-179310.987229888,354.2741689326358
1208,5,-179314.79820888684,350.4631899337983
1209,0,-179665.26139882064,0.0
1209,1,-179117.797182433,547.464216387656
1209,2,-179264.96693793655,400.2944608840917
1209,3,-179334.9043165755,330.35708224514383
1209,4,-179239.24224172882,426.01915709182504
1209,5,-179374.9945177248,290.26688109585666
1210,0,-179665.26139882064,0.0
1210,1,-179055.6337476361,609.6276511845354
1210,2,-179383.04550597497,282.21589284567744
1210,3,-179289.15907453644,376.1023242842057
1210,4,-179231.0169165062,434.24448231444694
1210,5,-179216.90253608997,448.35886273067445
1211,0,-179665.26139882064,0.0
1211,1,-179295.49405445164,369.76734436900006
1211,2,-179355.6238108459,309.6375879747502
1211,3,-179255.88611001047,409.3752888101735
1211,4,-179254.95841631983,410.3029825008125
1211,5,-179350.90017527263,314.36122354801046
1212,0,-179665.26139882064,0.0
1212,1,-179253.5627029719,411.69869584875414
1212,2,-179366.3160979847,298.94530083594145
1212,3,-179389.24601169632,276.01538712432375
1212,4,-179375.29718247455,289.9642163460958
1212,5,-179309.48724424615,355.7741545744939
1213,0,-179665.26139882064,0.0
1213,1,-179247.7661724808,417.4952263398445
1213,2,-179282.6653708873,382.59602793335216
1213,3,-179346.9591561168,318.30224270385224
1213,4,-179304.62369700923,360.63770181141444
1213,5,-179325.4228625821,339.83853623853065
1214,0,-179665.26139882064,0.0
1214,1,-179243.95868940905,421.3027094115969
1214,2,-179354.19275247154,311.06864634910016
1214,3,-179312.68583538372,352.57556343692704
1214,4,-179297.9748401929,367.28655862773303
1214,5,-179375.9100500412,289.3513487794553
1215,0,-179665.26139882064,0.0
1215,1,-179227.70417804978,437.557220770861
1215,2,-179311.814577238,353.44682158264914
1215,3,-179356.14870575807,309.112693062576
1215,4,-179361.55820895048,303.703189870168
1215,5,-179414.58581102488,250.6755877957621
1216,0,-179665.26139882064,0.0
1216,1,-179199.5324085513,465.7289902693301
1216,2,-179290.8517992805,374.409599540144
1216,3,-179358.48457494174,306.77682387889945
1216,4,-179354.4965867939,310.76481202675495
1216,5,-179420.47231420167,244.78908461896935
1217,0,-179665.26139882064,0.0
1217,1,-179215.99489466677,449.2665041538712
1217,2,-179297.9538202131,367.30757860754966
1217,3,-179329.3635742411,335.8978245795297
1217,4,-179349.63089073994,315.63050808070693
1217,5,-179360.62400701508,304.6373918055615
1218,0,-179665.26139882064,0.0
1218,1,-179263.6622662425,401.5991325781506
1218,2,-179116.3997459488,548.8616528718558
1218,3,-179240.0135162523,425.2478825683356
1218,4,-179325.76595373743,339.4954450832156
1218,5,-179309.41586046468,355.8455383559631
1219,0,-179665.26139882064,0.0
1219,1,-179205.51296202818,459.7484367924626
1219,2,-178903.51552444758,761.7458743730676
1219,3,-179251.9705278186,413.29087100204197
1219,4,-179143.55567957647,521.7057192441716
1219,5,-179295.2305109784,370.03088784223655
1220,0,-179665.26139882064,0.0
1220,1,-179111.52514786064,553.7362509600061
1220,2,-178781.44477944964,883.8166193710058
1220,3,-179286.04548818848,379.2159106321633
1220,4,-178734.51414872988,930.7472500907606
1220,5,-178948.17278680007,717.0886120205687
1221,0,-179665.26139882064,0.0
1221,1,-179336.03640338342,329.2249954372237
1221,2,-179089.39216176845,575.8692370521894
1221,3,-179266.6565315604,398.60486726023373
1221,4,-179067.7285711056,597.5328277150402
1221,5,-179176.15881374665,489.10258507399703
1222,0,-179665.26139882064,0.0
1222,1,-179285.80607023646,379.455328584183
1222,2,-179144.4660067273,520.795392093336
1222,3,-179278.4742596776,386.7871391430381
1222,4,-179106.57865259468,558.682746225968
