evaluation_pathway,evaluation_frame_index,path_iteration,image_index,reference_split,soap_reference_frame_index,soap_reference_cr_index,soap_cosine_distance,rmsd_reference_frame_index,rmsd_reference_cr_index,cr_local_species_rmsd_A,exact_global_fingerprint_match,exact_reference_frame_indices,exact_local_fingerprint_match,exact_local_reference_centers
1-6,316,64,2,test,176,81,0.0011430343735794324,4,80,2.8033445995654733,False,[],False,[]
1-6,317,64,3,test,26,80,0.0035818739385293785,,,,False,[],False,[]
1-6,318,64,4,test,170,80,0.007165271557030506,,,,False,[],False,[]
1-6,319,64,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,320,65,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,321,65,2,test,176,81,0.001137519062482495,4,80,2.8032363142638297,False,[],False,[]
1-6,322,65,3,test,26,80,0.0035742744975804097,,,,False,[],False,[]
1-6,323,65,4,test,170,80,0.007167295190670497,,,,False,[],False,[]
1-6,324,65,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,325,66,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,326,66,2,test,176,81,0.0011315096799155988,4,80,2.803122273082572,False,[],False,[]
1-6,327,66,3,test,26,80,0.0035663922417751293,,,,False,[],False,[]
1-6,328,66,4,test,170,80,0.007169446835199711,,,,False,[],False,[]
1-6,329,66,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,330,67,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,331,67,2,test,176,81,0.0011223860647633366,4,80,2.802942888266162,False,[],False,[]
1-6,332,67,3,test,26,80,0.003553415314524244,,,,False,[],False,[]
1-6,333,67,4,test,170,80,0.007172887330511468,,,,False,[],False,[]
1-6,334,67,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,335,68,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,336,68,2,test,176,81,0.0010991120842196445,4,80,2.8024870581332673,False,[],False,[]
1-6,337,68,3,test,26,80,0.0035201218742569873,,,,False,[],False,[]
1-6,338,68,4,test,170,80,0.00718192466057721,,,,False,[],False,[]
1-6,339,68,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,340,69,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,341,69,2,test,176,81,0.0010332640218919664,4,80,2.8012012271865774,False,[],False,[]
1-6,342,69,3,test,26,80,0.0034222631790142843,,,,False,[],False,[]
1-6,343,69,4,test,170,80,0.007210076848252367,,,,False,[],False,[]
1-6,344,69,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,345,70,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,346,70,2,test,176,81,0.000988148890714191,4,80,2.800332595250886,False,[],False,[]
1-6,347,70,3,test,26,80,0.0033529354304453474,,,,False,[],False,[]
1-6,348,70,4,test,170,80,0.007231866141871546,,,,False,[],False,[]
1-6,349,70,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,350,71,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,351,71,2,test,176,81,0.0009660579390555757,4,80,2.7996404708889258,False,[],False,[]
1-6,352,71,3,test,26,80,0.003318219476340034,,,,False,[],False,[]
1-6,353,71,4,test,170,80,0.0072435618643516,,,,False,[],False,[]
1-6,354,71,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,355,72,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,356,72,2,test,176,81,0.0009585460397308898,4,80,2.799377507905047,False,[],False,[]
1-6,357,72,3,test,26,80,0.003306308557563531,,,,False,[],False,[]
1-6,358,72,4,test,170,80,0.007247879661921086,,,,False,[],False,[]
1-6,359,72,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,360,73,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,361,73,2,test,176,81,0.0009563125472269451,4,80,2.799291968928974,False,[],False,[]
1-6,362,73,3,test,26,80,0.003302795388293922,,,,False,[],False,[]
1-6,363,73,4,test,170,80,0.007249343043346124,,,,False,[],False,[]
1-6,364,73,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,365,74,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,366,74,2,test,176,81,0.0009532815807206108,4,80,2.799168040136982,False,[],False,[]
1-6,367,74,3,test,26,80,0.003297825314873659,,,,False,[],False,[]
1-6,368,74,4,test,170,80,0.007251563117084192,,,,False,[],False,[]
1-6,369,74,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,370,75,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,371,75,2,test,176,81,0.0009470394185941977,4,80,2.7989034500090604,False,[],False,[]
1-6,372,75,3,test,26,80,0.003287743393217024,,,,False,[],False,[]
1-6,373,75,4,test,170,80,0.007256412965334302,,,,False,[],False,[]
1-6,374,75,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,375,76,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,376,76,2,test,176,81,0.0009280430168183695,4,80,2.798078862673633,False,[],False,[]
1-6,377,76,3,test,26,80,0.0032565032919118497,,,,False,[],False,[]
1-6,378,76,4,test,170,80,0.007272038436090922,,,,False,[],False,[]
1-6,379,76,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,380,77,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,381,77,2,test,176,81,0.0008715894159181392,4,80,2.7955014069865123,False,[],False,[]
1-6,382,77,3,test,26,80,0.003156899049683637,,,,False,[],False,[]
1-6,383,77,4,test,170,80,0.007325805245380845,,,,False,[],False,[]
1-6,384,77,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,385,78,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,386,78,2,test,176,81,0.0008381151710736834,4,80,2.793842199317833,False,[],False,[]
1-6,387,78,3,test,26,80,0.003090850921078858,,,,False,[],False,[]
1-6,388,78,4,test,170,80,0.007365260710691546,,,,False,[],False,[]
1-6,389,78,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,390,79,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,391,79,2,test,176,81,0.0008243778797550894,4,80,2.7931063741125075,False,[],False,[]
1-6,392,79,3,test,26,80,0.0030611402523209597,,,,False,[],False,[]
1-6,393,79,4,test,170,80,0.007384296668514478,,,,False,[],False,[]
1-6,394,79,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,395,80,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,396,80,2,test,176,81,0.0008205718746732149,4,80,2.792879636786175,False,[],False,[]
1-6,397,80,3,test,26,80,0.0030521569643975344,,,,False,[],False,[]
1-6,398,80,4,test,170,80,0.007390405401791145,,,,False,[],False,[]
1-6,399,80,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,400,81,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,401,81,2,test,176,81,0.0008197719430158568,4,80,2.7928115246314387,False,[],False,[]
1-6,402,81,3,test,26,80,0.0030497299470672035,,,,False,[],False,[]
1-6,403,81,4,test,170,80,0.007392285607487947,,,,False,[],False,[]
1-6,404,81,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,405,82,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,406,82,2,test,176,81,0.0008189570190424433,4,80,2.79271336380786,False,[],False,[]
1-6,407,82,3,test,26,80,0.0030463751889102664,,,,False,[],False,[]
1-6,408,82,4,test,170,80,0.007395041841578132,,,,False,[],False,[]
1-6,409,82,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,410,83,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,411,83,2,test,176,81,0.0008172311563481305,4,80,2.792488310283042,False,[],False,[]
1-6,412,83,3,test,26,80,0.003039010240014517,,,,False,[],False,[]
1-6,413,83,4,test,170,80,0.007401470409141964,,,,False,[],False,[]
1-6,414,83,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,415,84,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,416,84,2,test,176,81,0.0008131176564624143,4,80,2.791744203686627,False,[],False,[]
1-6,417,84,3,test,26,80,0.0030146056367377216,,,,False,[],False,[]
1-6,418,84,4,test,170,80,0.007423487143187968,,,,False,[],False,[]
1-6,419,84,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,420,85,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,421,85,2,test,176,81,0.000805681222321164,4,80,2.7895005327819122,False,[],False,[]
1-6,422,85,3,test,26,80,0.0029384254381444874,,,,False,[],False,[]
1-6,423,85,4,test,170,80,0.0074978979651920685,,,,False,[],False,[]
1-6,424,85,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,425,86,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,426,86,2,test,176,81,0.000805576592995294,4,80,2.788229277903946,False,[],False,[]
1-6,427,86,3,test,26,80,0.0028929832205382144,,,,False,[],False,[]
1-6,428,86,4,test,170,80,0.007546610749917804,,,,False,[],False,[]
1-6,429,86,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,430,87,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,431,87,2,test,176,81,0.0008068036723718475,4,80,2.787742815982093,False,[],False,[]
1-6,432,87,3,test,26,80,0.0028748171415843293,,,,False,[],False,[]
1-6,433,87,4,test,170,80,0.007566743698409706,,,,False,[],False,[]
1-6,434,87,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,435,88,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,436,88,2,test,176,81,0.0008076367671412399,4,80,2.7876035028255775,False,[],False,[]
1-6,437,88,3,test,26,80,0.002869253264981775,,,,False,[],False,[]
1-6,438,88,4,test,170,80,0.007572619604172326,,,,False,[],False,[]
1-6,439,88,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,440,89,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,441,89,2,test,176,81,0.0008082923379916229,4,80,2.7875590291597767,False,[],False,[]
1-6,442,89,3,test,26,80,0.0028671702816644995,,,,False,[],False,[]
1-6,443,89,4,test,170,80,0.007574442472777609,,,,False,[],False,[]
1-6,444,89,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,445,90,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,446,90,2,test,176,81,0.0008097560498450118,4,80,2.787485166371443,False,[],False,[]
1-6,447,90,3,test,26,80,0.002863354813469665,,,,False,[],False,[]
1-6,448,90,4,test,170,80,0.007577413927333798,,,,False,[],False,[]
1-6,449,90,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,450,91,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,451,91,2,test,176,81,0.0008140347980702956,4,80,2.7872917138048825,False,[],False,[]
1-6,452,91,3,test,26,80,0.0028531116920988975,,,,False,[],False,[]
1-6,453,91,4,test,170,80,0.007585228301564273,,,,False,[],False,[]
1-6,454,91,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,455,92,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,456,92,2,test,176,81,0.0008312757168285057,4,80,2.786598641737319,False,[],False,[]
1-6,457,92,3,test,26,80,0.0028158792555181833,,,,False,[],False,[]
1-6,458,92,4,test,170,80,0.007614561120434904,,,,False,[],False,[]
1-6,459,92,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,460,93,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,461,93,2,test,176,81,0.0008934162351279529,4,80,2.7844776052910167,False,[],False,[]
1-6,462,93,3,test,26,80,0.0027019639859440225,,,,False,[],False,[]
1-6,463,93,4,test,170,80,0.007716425971119323,,,,False,[],False,[]
1-6,464,93,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,465,94,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,466,94,2,test,176,81,0.0009362633876888182,4,80,2.7827661692367087,False,[],False,[]
1-6,467,94,3,test,26,80,0.0026387754379784134,,,,False,[],False,[]
1-6,468,94,4,test,170,80,0.007782349020906576,,,,False,[],False,[]
1-6,469,94,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,470,95,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,471,95,2,test,176,81,0.000953583787700496,4,80,2.7821498168595227,False,[],False,[]
1-6,472,95,3,test,26,80,0.002615940589019372,,,,False,[],False,[]
1-6,473,95,4,test,170,80,0.007808297683081555,,,,False,[],False,[]
1-6,474,95,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,475,96,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,476,96,2,test,176,81,0.0009585369285189937,4,80,2.7819843706334515,False,[],False,[]
1-6,477,96,3,test,26,80,0.0026097992872849973,,,,False,[],False,[]
1-6,478,96,4,test,170,80,0.0078156713499693,,,,False,[],False,[]
1-6,479,96,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,480,97,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,481,97,2,test,176,81,0.0009602266760215805,4,80,2.78193277974075,False,[],False,[]
1-6,482,97,3,test,26,80,0.002607876793437547,,,,False,[],False,[]
1-6,483,97,4,test,170,80,0.007818202521538753,,,,False,[],False,[]
1-6,484,97,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,485,98,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,486,98,2,test,176,81,0.0009631804341525552,4,80,2.781846177128987,False,[],False,[]
1-6,487,98,3,test,26,80,0.0026045974808106553,,,,False,[],False,[]
1-6,488,98,4,test,170,80,0.00782258907547484,,,,False,[],False,[]
1-6,489,98,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,490,99,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,491,99,2,test,176,81,0.0009712491130350331,4,80,2.7816138197117195,False,[],False,[]
1-6,492,99,3,test,26,80,0.002595750238369332,,,,False,[],False,[]
1-6,493,99,4,test,170,80,0.007834626179175408,,,,False,[],False,[]
1-6,494,99,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,495,100,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,496,100,2,test,176,81,0.0010034379704031426,4,80,2.7807322421944254,False,[],False,[]
1-6,497,100,3,test,26,80,0.002562125500173984,,,,False,[],False,[]
1-6,498,100,4,test,170,80,0.00788267051080549,,,,False,[],False,[]
1-6,499,100,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,500,101,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,501,101,2,test,176,81,0.0011091610297166987,4,80,2.7782289747092954,False,[],False,[]
1-6,502,101,3,test,26,80,0.0024644461632481462,,,,False,[],False,[]
1-6,503,101,4,test,170,80,0.00803910356959514,,,,False,[],False,[]
1-6,504,101,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,505,102,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,506,102,2,test,176,81,0.0011738667277068071,4,80,2.776932883396606,False,[],False,[]
1-6,507,102,3,test,26,80,0.0024123928441297515,,,,False,[],False,[]
1-6,508,102,4,test,170,80,0.008134382064818091,,,,False,[],False,[]
1-6,509,102,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,510,103,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,511,103,2,test,176,81,0.0011978958860644484,4,80,2.7764849527859434,False,[],False,[]
1-6,512,103,3,test,26,80,0.0023943204992089573,,,,False,[],False,[]
1-6,513,103,4,test,170,80,0.00817018458876273,,,,False,[],False,[]
1-6,514,103,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,515,104,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,516,104,2,test,176,81,0.0012038875221804801,4,80,2.77637021729986,False,[],False,[]
1-6,517,104,3,test,26,80,0.002389763318919491,,,,False,[],False,[]
1-6,518,104,4,test,170,80,0.00817969243854988,,,,False,[],False,[]
1-6,519,104,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,520,105,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,521,105,2,test,176,81,0.001205636682040212,4,80,2.7763305843830706,False,[],False,[]
1-6,522,105,3,test,26,80,0.002388311376091634,,,,False,[],False,[]
1-6,523,105,4,test,170,80,0.008183086915186322,,,,False,[],False,[]
1-6,524,105,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,525,106,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,526,106,2,test,176,81,0.0012084737519317823,4,80,2.776259068941726,False,[],False,[]
1-6,527,106,3,test,26,80,0.002385798179642906,,,,False,[],False,[]
1-6,528,106,4,test,170,80,0.0081890641051936,,,,False,[],False,[]
1-6,529,106,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,530,107,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,531,107,2,test,176,81,0.0012163302725414216,4,80,2.7760531230921432,False,[],False,[]
1-6,532,107,3,test,26,80,0.0023786260999838493,,,,False,[],False,[]
1-6,533,107,4,test,170,80,0.00820676780534979,,,,False,[],False,[]
1-6,534,107,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,535,108,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,536,108,2,test,176,81,0.001248274467565258,4,80,2.775241056113306,False,[],False,[]
1-6,537,108,3,test,26,80,0.002350271589949271,,,,False,[],False,[]
1-6,538,108,4,test,170,80,0.008279584083968006,,,,False,[],False,[]
1-6,539,108,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-6,540,109,1,test,92,80,0.0005459068504557463,201,81,0.593473605457071,False,[],False,[]
1-6,541,109,2,test,176,81,0.00133935534264773,4,80,2.773169385619701,False,[],False,[]
1-6,542,109,3,test,26,80,0.002276116846938847,,,,False,[],False,[]
1-6,543,109,4,test,170,80,0.008487360492976936,,,,False,[],False,[]
1-6,544,109,5,test,170,80,0.007196773339277263,,,,False,[],False,[]
1-7,0,1,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,1,1,2,test,143,80,0.0011321287783361278,214,80,1.6513162511679569,False,[],False,[]
1-7,2,1,3,test,26,80,0.004739477640043677,,,,False,[],False,[]
1-7,3,1,4,test,170,80,0.004805179674598259,,,,False,[],False,[]
1-7,4,1,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,5,2,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,6,2,2,test,143,80,0.0013422259213613508,4,80,1.6430428616630448,False,[],False,[]
1-7,7,2,3,test,26,80,0.0047935090980069095,,,,False,[],False,[]
1-7,8,2,4,test,170,80,0.004800029815568485,,,,False,[],False,[]
1-7,9,2,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,10,3,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,11,3,2,test,143,80,0.0018404267719347445,,,,False,[],False,[]
1-7,12,3,3,test,26,80,0.004860683523775111,,,,False,[],False,[]
1-7,13,3,4,test,170,80,0.004801323495556176,,,,False,[],False,[]
1-7,14,3,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,15,4,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,16,4,2,test,143,80,0.0017103579672488323,,,,False,[],False,[]
1-7,17,4,3,test,26,80,0.0048458345370929745,,,,False,[],False,[]
1-7,18,4,4,test,170,80,0.004800749196695264,,,,False,[],False,[]
1-7,19,4,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,20,5,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,21,5,2,test,143,80,0.0017242256290995739,,,,False,[],False,[]
1-7,22,5,3,test,26,80,0.004847438409033122,,,,False,[],False,[]
1-7,23,5,4,test,170,80,0.00480115592113628,,,,False,[],False,[]
1-7,24,5,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,25,6,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,26,6,2,test,143,80,0.0017250660546099805,,,,False,[],False,[]
1-7,27,6,3,test,26,80,0.0048475043055268285,,,,False,[],False,[]
1-7,28,6,4,test,170,80,0.004801531269493564,,,,False,[],False,[]
1-7,29,6,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,30,7,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,31,7,2,test,143,80,0.001749634609219508,,,,False,[],False,[]
1-7,32,7,3,test,26,80,0.004848770269377356,,,,False,[],False,[]
1-7,33,7,4,test,170,80,0.004813950793638,,,,False,[],False,[]
1-7,34,7,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,35,8,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,36,8,2,test,143,80,0.0021667176553288314,4,80,1.6237206258072725,False,[],False,[]
1-7,37,8,3,test,26,80,0.0048938856078413195,,,,False,[],False,[]
1-7,38,8,4,test,170,80,0.005052193387273696,,,,False,[],False,[]
1-7,39,8,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,40,9,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,41,9,2,test,143,80,0.0021676807568367096,4,80,1.6237539631517584,False,[],False,[]
1-7,42,9,3,test,26,80,0.004893726422928957,,,,False,[],False,[]
1-7,43,9,4,test,170,80,0.0050520614694473664,,,,False,[],False,[]
1-7,44,9,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,45,10,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,46,10,2,test,143,80,0.002150759131685165,4,80,1.6243327117979154,False,[],False,[]
1-7,47,10,3,test,26,80,0.004891286913040194,,,,False,[],False,[]
1-7,48,10,4,test,170,80,0.0050409768609736005,,,,False,[],False,[]
1-7,49,10,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,50,11,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,51,11,2,test,143,80,0.0017822423288645917,,,,False,[],False,[]
1-7,52,11,3,test,26,80,0.004853367657348784,,,,False,[],False,[]
1-7,53,11,4,test,170,80,0.00479993696680181,,,,False,[],False,[]
1-7,54,11,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,55,12,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,56,12,2,test,143,80,0.0017967673727532496,,,,False,[],False,[]
1-7,57,12,3,test,26,80,0.004853405247982612,,,,False,[],False,[]
1-7,58,12,4,test,170,80,0.004809162098579511,,,,False,[],False,[]
1-7,59,12,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,60,13,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,61,13,2,test,143,80,0.001797701404754326,,,,False,[],False,[]
1-7,62,13,3,test,26,80,0.0048542984739423645,,,,False,[],False,[]
1-7,63,13,4,test,170,80,0.004809761142478219,,,,False,[],False,[]
1-7,64,13,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,65,14,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,66,14,2,test,143,80,0.0020183375719267094,,,,False,[],False,[]
1-7,67,14,3,test,26,80,0.004994125521522674,,,,False,[],False,[]
1-7,68,14,4,test,170,80,0.004957519111571607,,,,False,[],False,[]
1-7,69,14,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,70,15,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,71,15,2,test,143,80,0.002046458962657427,4,80,1.6355803270273876,False,[],False,[]
1-7,72,15,3,test,26,80,0.005003677694907949,,,,False,[],False,[]
1-7,73,15,4,test,170,80,0.0049767152441553275,,,,False,[],False,[]
1-7,74,15,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,75,16,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,76,16,2,test,143,80,0.002057040587027492,4,80,1.6353565412869973,False,[],False,[]
1-7,77,16,3,test,26,80,0.005005170669174497,,,,False,[],False,[]
1-7,78,16,4,test,170,80,0.004983337862694448,,,,False,[],False,[]
1-7,79,16,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,80,17,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,81,17,2,test,143,80,0.0020646534972461605,4,80,1.6353488006958352,False,[],False,[]
1-7,82,17,3,test,26,80,0.005004623945146003,,,,False,[],False,[]
1-7,83,17,4,test,170,80,0.004987560573119665,,,,False,[],False,[]
1-7,84,17,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,85,18,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,86,18,2,test,143,80,0.002068413213918263,4,80,1.6354742093731192,False,[],False,[]
1-7,87,18,3,test,26,80,0.005003018413311189,,,,False,[],False,[]
1-7,88,18,4,test,170,80,0.004989175457039252,,,,False,[],False,[]
1-7,89,18,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,90,19,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,91,19,2,test,143,80,0.0021709568441654614,,,,False,[],False,[]
1-7,92,19,3,test,26,80,0.004961559303540475,,,,False,[],False,[]
1-7,93,19,4,test,170,80,0.0050329261184218765,,,,False,[],False,[]
1-7,94,19,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,95,20,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,96,20,2,test,26,80,0.002995051092209655,,,,False,[],False,[]
1-7,97,20,3,test,26,80,0.004704439180457154,,,,False,[],False,[]
1-7,98,20,4,test,170,80,0.005384264228085689,,,,False,[],False,[]
1-7,99,20,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,100,21,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,101,21,2,test,26,80,0.00265372442206413,,,,False,[],False,[]
1-7,102,21,3,test,26,80,0.004798954970349545,,,,False,[],False,[]
1-7,103,21,4,test,170,80,0.0052371979222284315,,,,False,[],False,[]
1-7,104,21,5,test,170,80,0.007434304827038107,,,,False,[],False,[]
1-7,105,22,1,test,92,80,0.0005089493884451457,201,81,0.5909955886422615,False,[],False,[]
1-7,106,22,2,test,143,80,0.0024849462603165895,,,,False,[],False,[]
1-7,107,22,3,test,26,80,0.00484936253144852,,,,False,[],False,[]
1-7,108,22,4,test,170,80,0.005165954629232861,,,,False,[],False,[]
